meterId,serialNo,make,phaseType,installStatus,dtCode,latitude,longitude,first_kwh,last_kwh,first_kvah,last_kvah,avg_voltage,energy_records,kwh_consumption,kvah_consumption
J100333,HP31259,Allied,single,Installed,DT-014,26.82536506748768,75.8604184364995,45294.7,45394.43,48918.27,49025.98,227.875,8,99.7300000000032,107.7100000000064
J100334,L&74215,L&T,single,Decommissioned,DT-015,26.86885852637245,75.88386598843867,49331.96,49387.95,53278.52,53338.98,229.375,8,55.98999999999796,60.4600000000064
J100335,SE35651,Secure,single,Faulty,DT-016,26.95480394628141,75.78397057790794,6656.93,6768.6,7189.48,7310.09,228.0,8,111.67000000000007,120.61000000000058
J100336,L&39046,Secure,single,Installed,DT-017,26.797071403968243,75.76916188167893,9575.6,9696.0,10341.65,10471.68,227.5,8,120.39999999999964,130.03000000000065
J100337,GE20782,HPL,single,Installed,DT-018,26.808879407208973,75.73643902325789,27851.7,27972.74,30079.84,30210.56,229.625,8,121.04000000000087,130.72000000000116
J100338,HP68432,Genus,single,Installed,DT-019,26.909185293275023,75.81656310064504,47472.12,47573.2,51269.89,51379.05,230.25,8,101.07999999999447,109.16000000000349
J100339,SE72029,Allied,three,Installed,DT-020,27.017833808639647,75.81706111497265,28035.67,28156.39,30278.52,30408.9,233.25,8,120.72000000000116,130.38000000000102
J100340,SE45614,Genus,single,Installed,DT-021,26.973705034207185,75.81714118281165,50158.4,50286.04,54171.07,54308.93,227.875,8,127.63999999999942,137.86000000000058
J100341,GE84786,HPL,single,Installed,DT-022,26.81939992864393,75.70602333973879,4507.58,4685.81,4868.19,5060.67,227.25,8,178.23000000000047,192.48000000000047
J100342,HP94885,L&T,single,Faulty,DT-023,26.96411443946893,75.8308146537493,10157.15,10211.37,10969.73,11028.28,231.75,8,54.220000000001164,58.55000000000109
J100343,AL67077,HPL,single,Decommissioned,DT-024,27.023444918885456,75.85803656632565,3112.87,3247.05,3361.9,3506.81,232.5,8,134.1800000000003,144.90999999999985
J100344,L&90705,Secure,single,Installed,DT-025,26.8358202709049,75.83377632513661,13327.08,13446.1,14393.24,14521.79,233.25,8,119.02000000000044,128.5500000000011
J100345,GE96701,Allied,single,Decommissioned,DT-026,26.99305364073264,75.76640277813208,19861.7,19929.78,21450.64,21524.16,228.25,8,68.07999999999811,73.52000000000044
J100346,AL44097,Secure,single,Installed,DT-027,26.829454417310284,75.75276890150057,23379.09,23432.38,25249.42,25306.97,227.75,8,53.29000000000087,57.55000000000291
J100347,SE28684,L&T,single,Installed,DT-028,26.849573420446927,75.81148470324483,32086.66,32180.9,34653.59,34755.37,233.75,8,94.2400000000016,101.78000000000611
J100348,HP36122,Genus,three,Installed,DT-029,26.83408181581656,75.7119244088863,8504.6,8652.09,9184.97,9344.26,230.25,8,147.48999999999978,159.29000000000087
J100349,AL73286,Allied,single,Installed,DT-030,26.81885324630896,75.90089474476194,2756.18,2836.28,2976.67,3063.18,234.125,8,80.10000000000036,86.50999999999976
J100350,AL54158,HPL,single,Installed,DT-031,26.903724103146327,75.80512159105642,28632.17,28675.75,30922.75,30969.81,229.5,8,43.580000000001746,47.06000000000131
J100351,HP60928,HPL,three,Decommissioned,DT-032,26.91845963804992,75.82569659719961,3443.34,3550.57,3718.8,3834.61,229.0,8,107.23000000000002,115.80999999999995
J100352,L&49124,Allied,single,Installed,DT-033,26.95393702344047,75.69812267212914,10709.01,10854.49,11565.73,11722.85,232.75,8,145.47999999999956,157.1200000000008
J100353,SE58774,Allied,single,Decommissioned,DT-034,26.78910801288914,75.82122151684966,27921.74,28096.36,30155.48,30344.07,234.875,8,174.61999999999898,188.59000000000015
J100354,AL75795,Allied,single,Decommissioned,DT-035,27.014885611918384,75.86711829106575,28330.64,28410.28,30597.1,30683.1,227.75,8,79.63999999999942,86.0
J100355,L&10736,L&T,three,Installed,DT-036,26.811237753979025,75.82243645351632,11631.8,11734.61,12562.34,12673.37,229.375,8,102.81000000000131,111.03000000000065
J100356,AL38147,Secure,single,Installed,DT-037,26.9629588092492,75.77901997304075,16900.67,17035.39,18252.72,18398.22,231.75,8,134.72000000000116,145.5
J100357,GE72989,HPL,three,Installed,DT-038,26.869568396853374,75.83181286181575,21877.93,21964.04,23628.16,23721.16,228.875,8,86.11000000000058,93.0
J100358,GE50335,HPL,single,Faulty,DT-039,26.862474371648958,75.85022952271179,36628.6,36704.87,39558.89,39641.26,232.25,8,76.27000000000407,82.37000000000262
J100359,L&33376,HPL,single,Installed,DT-040,26.83172664293563,75.73542530878699,38506.41,38663.58,41586.92,41756.67,228.125,8,157.16999999999825,169.75
J100360,L&88419,HPL,single,Decommissioned,DT-001,26.797639049501253,75.71626917340113,23496.1,23577.09,25375.79,25463.26,230.875,8,80.9900000000016,87.46999999999753
J100361,GE99892,HPL,single,Installed,DT-002,26.835642881603075,75.81083459631559,18757.96,18857.77,20258.59,20366.39,231.625,8,99.81000000000131,107.79999999999927
J100362,L&10313,Allied,single,Decommissioned,DT-003,26.945946863938683,75.75444485005941,5319.19,5393.82,5744.73,5825.32,230.5,8,74.63000000000011,80.59000000000015
J100363,GE28435,Allied,three,Faulty,DT-004,26.96903053126773,75.67654625550863,21658.89,21761.42,23391.6,23502.33,232.5,8,102.52999999999884,110.7300000000032
J100364,HP45206,Genus,single,Installed,DT-005,26.84058088841159,75.89057281738864,48811.16,48866.61,52716.06,52775.93,230.5,8,55.44999999999709,59.87000000000262
J100365,HP46532,L&T,single,Decommissioned,DT-006,26.975810364207813,75.75842938237842,33694.89,33782.5,36390.48,36485.1,227.375,8,87.61000000000058,94.61999999999534
J100366,L&58066,Genus,three,Installed,DT-007,26.9179671799928,75.88022666299734,6210.15,6309.71,6706.96,6814.49,228.375,8,99.5600000000004,107.52999999999975
J100367,GE29653,HPL,three,Installed,DT-008,26.878343401039118,75.69875225020591,29609.32,29785.64,31978.07,32168.49,228.125,8,176.3199999999997,190.4200000000019
J100368,L&37528,HPL,three,Faulty,DT-009,26.91688833417613,75.78477906508856,10725.65,10904.5,11583.7,11776.86,229.25,8,178.85000000000036,193.15999999999985
J100369,AL52651,Genus,single,Installed,DT-010,26.80621244557444,75.89962092347928,14066.23,14114.09,15191.53,15243.21,226.375,8,47.86000000000058,51.67999999999847
J100370,AL33726,Allied,single,Installed,DT-011,26.9666898743297,75.66600476028184,39056.72,39131.2,42181.26,42261.7,232.0,8,74.47999999999593,80.43999999999505
J100371,AL57820,Allied,single,Installed,DT-012,26.835735507046437,75.70757423513355,33283.76,33384.12,35946.46,36054.85,226.25,8,100.36000000000058,108.38999999999942
J100372,GE52165,Genus,single,Installed,DT-013,26.83491204355853,75.75537693556184,43590.14,43701.27,47077.35,47197.37,230.625,8,111.12999999999738,120.02000000000407
J100373,L&99482,L&T,single,Installed,DT-014,26.96242808995778,75.71366895307806,26116.48,26258.75,28205.79,28359.45,227.625,8,142.27000000000044,153.65999999999985
J100374,AL27690,Genus,single,Installed,DT-015,26.972383947838196,75.81562974563353,13481.93,13543.38,14560.48,14626.85,232.0,8,61.44999999999891,66.3700000000008
J100375,SE67566,Secure,three,Installed,DT-016,27.028246943925136,75.82320167593211,9537.61,9605.36,10300.62,10373.79,230.125,8,67.75,73.17000000000007
J100376,AL70999,Allied,three,Decommissioned,DT-017,26.922318968658896,75.7273693285279,29546.61,29659.1,31910.34,32031.82,229.75,8,112.48999999999796,121.47999999999956
J100377,L&16377,L&T,single,Installed,DT-018,26.924813929973265,75.69575865814481,28776.11,28896.66,31078.2,31208.4,227.625,8,120.54999999999927,130.20000000000073
J100378,AL29163,Genus,single,Faulty,DT-019,26.790750855957253,75.72907664938616,37641.08,37750.06,40652.37,40770.06,230.25,8,108.97999999999593,117.68999999999505
J100379,HP65698,Allied,single,Installed,DT-020,26.940943708904182,75.79268883340778,40215.51,40329.49,43432.75,43555.84,229.0,8,113.97999999999593,123.08999999999651
J100380,L&44522,L&T,three,Faulty,DT-021,26.865405445247983,75.67969133446245,44620.54,44713.53,48190.19,48290.62,230.375,8,92.98999999999796,100.43000000000029
J100381,L&31140,Secure,single,Installed,DT-022,26.955068959649747,75.733809852889,22109.99,22240.86,23878.79,24020.13,231.0,8,130.86999999999898,141.34000000000015
J100382,AL51222,Secure,three,Installed,DT-023,26.81273332823077,75.8619278896695,13787.24,13873.44,14890.22,14983.32,228.0,8,86.20000000000073,93.10000000000036
J100383,GE13676,Allied,three,Faulty,DT-024,26.79813845627252,75.6706637406351,35262.01,35339.62,38082.97,38166.79,226.875,8,77.61000000000058,83.81999999999971
J100384,HP27671,Genus,three,Decommissioned,DT-025,27.02037035577707,75.90935273844302,10533.58,10587.63,11376.27,11434.64,228.75,8,54.04999999999927,58.36999999999898
J100385,AL96696,Secure,three,Installed,DT-026,26.803918797376195,75.79603331906041,42338.6,42471.18,45725.69,45868.87,231.125,8,132.58000000000175,143.1800000000003
J100386,HP60929,Secure,single,Installed,DT-027,26.81778936259691,75.8540372259195,1566.79,1672.64,1692.14,1806.45,229.625,8,105.85000000000014,114.30999999999995
J100387,SE57482,Genus,single,Installed,DT-028,27.005220255842527,75.69969625809249,7385.83,7567.77,7976.69,8173.19,228.75,8,181.9400000000005,196.5
J100388,SE54991,L&T,single,Installed,DT-029,26.976191372289417,75.76812537518349,12091.61,12210.8,13058.94,13187.66,230.75,8,119.18999999999869,128.71999999999935
J100389,AL61093,Secure,single,Installed,DT-030,26.879932424023377,75.67226833381942,40404.46,40479.78,43636.82,43718.16,233.875,8,75.31999999999971,81.34000000000378
J100390,HP66658,Secure,three,Faulty,DT-031,26.881914593831265,75.67267248485955,24602.53,24655.95,26570.73,26628.43,225.375,8,53.42000000000189,57.70000000000073
J100391,HP98816,Allied,single,Installed,DT-032,26.922256618358755,75.80243743592659,15269.75,15324.15,16491.32,16550.08,231.25,8,54.399999999999636,58.76000000000204
J100392,L&88145,Allied,three,Faulty,DT-033,26.84830396794025,75.88625080461865,37644.76,37711.03,40656.34,40727.92,226.875,8,66.2699999999968,71.58000000000175
J100393,HP95355,HPL,three,Faulty,DT-034,27.03443850143124,75.72352297828552,12457.76,12635.43,13454.38,13646.26,231.375,8,177.67000000000007,191.88000000000102
J100394,SE53186,HPL,single,Installed,DT-035,26.923781588061345,75.86342865639385,22325.8,22370.78,24111.86,24160.44,229.5,8,44.97999999999956,48.57999999999811
J100395,AL42611,Secure,single,Installed,DT-036,26.988115068203864,75.87841832903,25290.42,25403.77,27313.66,27436.07,229.25,8,113.35000000000218,122.40999999999985
J100396,AL48078,Genus,single,Installed,DT-037,26.952737129554247,75.82908939026315,10545.03,10684.43,11388.63,11539.18,229.5,8,139.39999999999964,150.5500000000011
J100397,L&18389,L&T,single,Installed,DT-038,26.79101138151493,75.89361610086421,27650.98,27727.97,29863.06,29946.21,228.375,8,76.9900000000016,83.14999999999782
J100398,SE13090,Secure,single,Installed,DT-039,26.97279383338066,75.78536610844098,9243.28,9364.49,9982.74,10113.65,231.625,8,121.20999999999913,130.90999999999985
J100399,AL60485,HPL,single,Installed,DT-040,26.983252940494665,75.88163262899984,25730.93,25796.03,27789.4,27859.72,229.625,8,65.09999999999854,70.31999999999971
J100400,GN31592,Genus,three,Installed,DT-007,26.882703003792653,75.74015781362327,20795.96,20955.13,22459.64,22631.54,231.875,8,159.1700000000019,171.90000000000146
J100401,GN61501,Genus,three,Installed,DT-007,26.99114306413578,75.8089874643811,34737.41,34819.11,37516.41,37604.63,230.0,8,81.69999999999709,88.21999999999389
J100402,GN11062,Genus,three,Installed,DT-007,26.97874373345878,75.73645286911419,25693.36,25842.6,27748.83,27910.0,227.375,8,149.23999999999796,161.16999999999825
